AGRDE_FLAG_NM,BMI_IDEX_GRAD_NM,MBER_SEXDSTN_FLAG_CD,COAW_FLAG_NM,SPORTS_STEP_NM,FLAG_ACCTO_RECOMEND_MVM_RANK_CO,RECOMEND_MVM_NM
10대,비만전단계비만,M,참가증,준비운동,5,상지 루틴 스트레칭
10대,비만전단계비만,M,참가증,준비운동,4,하지 루틴 스트레칭1
10대,비만전단계비만,M,참가증,준비운동,3,유산소 운동 전 동적 루틴 스트레칭
10대,비만전단계비만,M,참가증,준비운동,2,전신 루틴 스트레칭
10대,비만전단계비만,M,참가증,준비운동,1,목 스트레칭
10대,1단계비만,F,3등급,준비운동,2,작은 공을 이용한 동적 루틴 스트레칭
10대,1단계비만,F,3등급,준비운동,1,전신 루틴 스트레칭
10대,비만전단계비만,M,3등급,마무리운동,5,상지 루틴 스트레칭
10대,비만전단계비만,M,3등급,마무리운동,4,목 스트레칭
10대,비만전단계비만,M,3등급,마무리운동,3,엉덩이 스트레칭
10대,비만전단계비만,M,3등급,마무리운동,2,전신 루틴 스트레칭
10대,비만전단계비만,M,3등급,마무리운동,1,조깅
10대,비만전단계비만,M,3등급,본운동,5,하지 루틴 스트레칭1
10대,비만전단계비만,M,3등급,본운동,4,전신 루틴 스트레칭
10대,비만전단계비만,M,3등급,본운동,3,넙다리 뒤쪽 스트레칭
10대,비만전단계비만,M,3등급,본운동,2,엉덩이 스트레칭
10대,비만전단계비만,M,3등급,본운동,1,등/어깨 뒤쪽 스트레칭
10대,비만전단계비만,M,3등급,준비운동,5,옆구리늘리기
10대,비만전단계비만,M,3등급,준비운동,4,탄력밴드 어깨 가쪽 돌림
10대,비만전단계비만,M,3등급,준비운동,3,전신 루틴 스트레칭
10대,비만전단계비만,M,3등급,준비운동,2,허리 스트레칭
10대,비만전단계비만,M,3등급,준비운동,1,목 스트레칭
10대,비만전단계비만,M,2등급,마무리운동,5,사다리 옆으로 발 옮기기
10대,비만전단계비만,M,2등급,마무리운동,4,전신 루틴 스트레칭
10대,비만전단계비만,M,2등급,마무리운동,3,무릎굽혀 원 그리기
10대,비만전단계비만,M,2등급,마무리운동,2,조깅
10대,비만전단계비만,M,2등급,마무리운동,1,하지 루틴 스트레칭2
10대,비만전단계비만,M,2등급,본운동,5,윗몸올리기
10대,비만전단계비만,M,2등급,본운동,4,몸통 들어올리기
10대,비만전단계비만,M,2등급,본운동,3,목봉잡고 앉았다 일어나기
10대,비만전단계비만,M,2등급,본운동,2,밴드 잡고 누워서 다리 밀기
10대,비만전단계비만,M,2등급,본운동,1,팔굽혀 펴기
10대,비만전단계비만,M,2등급,준비운동,5,무릎굽혀 원 그리기
10대,비만전단계비만,M,2등급,준비운동,4,목 돌리기
10대,비만전단계비만,M,2등급,준비운동,3,상지 루틴 스트레칭
10대,비만전단계비만,M,2등급,준비운동,2,하지 루틴 스트레칭1
10대,비만전단계비만,M,2등급,준비운동,1,목 스트레칭
10대,비만전단계비만,F,참가증,마무리운동,5,짐볼 앉기 평형성 운동 루틴 프로그램
10대,비만전단계비만,F,참가증,마무리운동,4,조깅
10대,비만전단계비만,F,참가증,마무리운동,3,자가근막이완술 루틴 스트레칭
10대,비만전단계비만,F,참가증,마무리운동,2,하지 루틴 스트레칭2
10대,비만전단계비만,F,참가증,마무리운동,1,무릎굽혀 원 그리기
10대,비만전단계비만,F,참가증,본운동,5,엎드려 버티기
10대,비만전단계비만,F,참가증,본운동,4,계단 올라갔다 내려오기
10대,비만전단계비만,F,참가증,본운동,3,계단 뛰어 오르기
10대,비만전단계비만,F,참가증,본운동,2,볼 튕기면서 스쿼트
10대,비만전단계비만,F,참가증,본운동,1,팔굽혀 펴기
10대,비만전단계비만,F,참가증,준비운동,5,상지 루틴 스트레칭
10대,비만전단계비만,F,참가증,준비운동,4,허리 스트레칭
10대,비만전단계비만,F,참가증,준비운동,3,몸통 들어올리기
10대,비만전단계비만,F,참가증,준비운동,2,전신 루틴 스트레칭
10대,비만전단계비만,F,참가증,준비운동,1,목 스트레칭
10대,비만전단계비만,F,3등급,본운동,4,하지 루틴 스트레칭1
10대,비만전단계비만,F,3등급,본운동,3,넙다리 뒤쪽 스트레칭
10대,비만전단계비만,F,3등급,본운동,2,등/어깨 뒤쪽 스트레칭
10대,비만전단계비만,F,3등급,본운동,1,엉덩이 스트레칭
10대,비만전단계비만,F,3등급,준비운동,5,옆구리늘리기
10대,비만전단계비만,F,3등급,준비운동,4,탄력밴드 어깨 가쪽 돌림
10대,비만전단계비만,F,3등급,준비운동,3,전신 루틴 스트레칭
10대,비만전단계비만,F,3등급,준비운동,2,목 스트레칭
10대,비만전단계비만,F,3등급,준비운동,1,허리 스트레칭
10대,비만전단계비만,F,2등급,마무리운동,5,전신 비틀며 전진하기
10대,비만전단계비만,F,2등급,마무리운동,4,유소년테스트
10대,비만전단계비만,F,2등급,마무리운동,3,박스 운동  루틴프로그램
10대,비만전단계비만,F,2등급,마무리운동,2,무릎굽혀 원 그리기
10대,비만전단계비만,F,2등급,마무리운동,1,짐볼 앉기 평형성 운동 루틴 프로그램
10대,비만전단계비만,F,2등급,본운동,5,벽에서 팔굽혀 펴기
10대,비만전단계비만,F,2등급,본운동,4,목봉잡고 앉았다 일어나기
10대,비만전단계비만,F,2등급,본운동,3,밴드 잡고 누워서 다리 밀기
10대,비만전단계비만,F,2등급,본운동,2,볼 튕기면서 스쿼트
10대,비만전단계비만,F,2등급,본운동,1,몸통 들어올리기
10대,비만전단계비만,F,2등급,준비운동,5,전신 비틀며 전진하기
10대,비만전단계비만,F,2등급,준비운동,4,허리숙여 양팔 돌리기
10대,비만전단계비만,F,2등급,준비운동,3,골다공증을 위한 심폐지구력 운동
10대,비만전단계비만,F,2등급,준비운동,2,바로서서 상체 숙이기
10대,비만전단계비만,F,2등급,준비운동,1,몸통 들어올리기
10대,비만전단계비만,M,1등급,준비운동,3,수영
10대,저체중,M,참가증,준비운동,3,전신 루틴 스트레칭
10대,저체중,M,참가증,준비운동,2,등/어깨 뒤쪽 스트레칭
10대,저체중,M,참가증,준비운동,1,목 스트레칭
10대,저체중,F,참가증,마무리운동,5,목 스트레칭
10대,저체중,F,참가증,마무리운동,4,전신 루틴 스트레칭
10대,저체중,F,참가증,마무리운동,3,짐볼 앉기 평형성 운동 루틴 프로그램
10대,저체중,F,참가증,마무리운동,2,무릎굽혀 원 그리기
10대,저체중,F,참가증,마무리운동,1,하지 루틴 스트레칭2
10대,저체중,F,참가증,본운동,5,바벨 끌어당기기
10대,저체중,F,참가증,본운동,4,한발 앞으로 내밀고 앉았다 일어서기
10대,저체중,F,참가증,본운동,3,앉았다 일어서기
10대,저체중,F,참가증,본운동,2,볼 튕기면서 스쿼트
10대,저체중,F,참가증,본운동,1,팔굽혀 펴기
10대,저체중,F,참가증,준비운동,5,트레드밀에서 걷기
10대,저체중,F,참가증,준비운동,4,가슴/어깨 앞쪽 스트레칭
10대,저체중,F,참가증,준비운동,3,몸통 들어올리기
10대,저체중,F,참가증,준비운동,2,전신 루틴 스트레칭
10대,저체중,F,참가증,준비운동,1,목 스트레칭
10대,저체중,M,3등급,마무리운동,5,상지 루틴 스트레칭
10대,저체중,M,3등급,마무리운동,4,조깅
10대,저체중,M,3등급,마무리운동,3,목 스트레칭
10대,저체중,M,3등급,마무리운동,2,엉덩이 스트레칭
10대,저체중,M,3등급,마무리운동,1,전신 루틴 스트레칭
10대,저체중,M,3등급,본운동,5,엎드려서 팔 다리 들기
10대,저체중,M,3등급,본운동,4,한발 앞으로 내밀고 앉았다 일어서기
10대,저체중,M,3등급,본운동,3,누워서 엉덩이 들어올리기
10대,저체중,M,3등급,본운동,2,달리기
10대,저체중,M,3등급,본운동,1,윗몸올리기
10대,저체중,M,3등급,준비운동,5,가슴 어깨 펴기
10대,저체중,M,3등급,준비운동,4,옆구리늘리기
10대,저체중,M,3등급,준비운동,3,탄력밴드 어깨 가쪽 돌림
10대,저체중,M,3등급,준비운동,2,전신 루틴 스트레칭
10대,저체중,M,3등급,준비운동,1,목 스트레칭
10대,저체중,M,2등급,본운동,5,한발 앞으로 내밀고 앉았다 일어서기
10대,저체중,M,2등급,본운동,4,바벨 끌어당기기
10대,저체중,M,2등급,본운동,3,서서 바벨 위로 밀기
10대,저체중,M,2등급,본운동,2,바벨들어올리기
10대,저체중,M,2등급,본운동,1,팔굽혀 펴기
10대,저체중,M,2등급,준비운동,5,하지 루틴 스트레칭1
10대,저체중,M,2등급,준비운동,4,목 스트레칭
10대,저체중,M,2등급,준비운동,3,등/어깨 뒤쪽 스트레칭
10대,저체중,M,2등급,준비운동,2,트레드밀에서 걷기
10대,저체중,M,2등급,준비운동,1,가슴/어깨 앞쪽 스트레칭
10대,저체중,F,2등급,마무리운동,5,옆으로 팔 벌리며 점프하기
10대,저체중,F,2등급,마무리운동,4,요가 및 필라테스  루틴프로그램
10대,저체중,F,2등급,마무리운동,3,허리숙여 양팔 돌리기
10대,저체중,F,2등급,마무리운동,2,무릎굽혀 원 그리기
10대,정상,M,참가증,마무리운동,5,자가근막이완술 루틴 스트레칭
10대,정상,M,참가증,마무리운동,4,하지 루틴 스트레칭1
10대,정상,M,참가증,마무리운동,3,상지 루틴 스트레칭
10대,정상,M,참가증,마무리운동,2,전신 루틴 스트레칭
10대,정상,M,참가증,마무리운동,1,하지 루틴 스트레칭2
10대,정상,M,참가증,본운동,5,달리기
10대,정상,M,참가증,본운동,4,윗몸올리기
10대,정상,M,참가증,본운동,3,팔굽혀 펴기
10대,정상,M,참가증,본운동,2,앉았다 일어서기
10대,정상,M,참가증,본운동,1,엎드려 버티기
10대,정상,M,참가증,준비운동,5,하지 루틴 스트레칭1
10대,정상,M,참가증,준비운동,4,상지 루틴 스트레칭
10대,정상,M,참가증,준비운동,3,전신 루틴 스트레칭
10대,정상,M,참가증,준비운동,2,유산소 운동 전 동적 루틴 스트레칭
10대,정상,M,참가증,준비운동,1,목 스트레칭
10대,저체중,F,3등급,마무리운동,5,무릎굽혀 원 그리기
10대,저체중,F,3등급,마무리운동,4,조깅
10대,저체중,F,3등급,마무리운동,3,목 스트레칭
10대,저체중,F,3등급,마무리운동,2,엉덩이 스트레칭
10대,저체중,F,3등급,마무리운동,1,전신 루틴 스트레칭
10대,저체중,F,3등급,본운동,5,엉덩이 스트레칭
10대,저체중,F,3등급,본운동,4,넙다리 뒤쪽 스트레칭
10대,저체중,F,3등급,본운동,3,누워서 배가로근 수축 II
10대,저체중,F,3등급,본운동,2,네발기기 자세에서 다리 위로 뻗어올리기
10대,저체중,F,3등급,본운동,1,네발기기 자세로 팔 다리 들기
10대,저체중,F,3등급,준비운동,5,가슴 어깨 펴기
10대,저체중,F,3등급,준비운동,4,탄력밴드 어깨 가쪽 돌림
10대,저체중,F,3등급,준비운동,3,옆구리늘리기
10대,저체중,F,3등급,준비운동,2,전신 루틴 스트레칭
10대,저체중,F,3등급,준비운동,1,목 스트레칭
10대,정상,M,3등급,마무리운동,5,목 스트레칭
10대,정상,M,3등급,마무리운동,4,조깅
10대,정상,M,3등급,마무리운동,3,상지 루틴 스트레칭
10대,정상,M,3등급,마무리운동,2,하지 루틴 스트레칭2
10대,정상,M,3등급,마무리운동,1,전신 루틴 스트레칭
10대,정상,M,3등급,본운동,5,누워서 엉덩이 들어올리기
10대,정상,M,3등급,본운동,4,윗몸올리기
10대,정상,M,3등급,본운동,3,앉았다 일어서기
10대,정상,M,3등급,본운동,2,엎드려 버티기
10대,정상,M,2등급,마무리운동,5,허리 감아 볼 돌리기
10대,정상,F,2등급,준비운동,2,앉아서 가슴 모으기
10대,정상,M,2등급,마무리운동,4,앉았다 일어서기
10대,정상,M,2등급,마무리운동,3,짐볼 앉기 평형성 운동 루틴 프로그램
10대,정상,M,2등급,마무리운동,2,전신 루틴 스트레칭
10대,정상,M,2등급,마무리운동,1,하지 루틴 스트레칭2
10대,정상,M,2등급,본운동,5,앉았다 일어서기
10대,정상,M,2등급,본운동,4,목봉잡고 앉았다 일어나기
10대,정상,M,2등급,본운동,3,밴드 잡고 누워서 다리 밀기
10대,정상,M,2등급,본운동,2,엎드려 버티기
10대,정상,M,2등급,본운동,1,팔굽혀 펴기
10대,정상,M,2등급,준비운동,5,무릎굽혀 원 그리기
10대,정상,M,2등급,준비운동,4,앉아서 밴드 잡고 몸통 돌리기
10대,정상,M,2등급,준비운동,3,목 스트레칭
10대,정상,M,2등급,준비운동,2,하지 루틴 스트레칭1
10대,정상,M,2등급,준비운동,1,상지 루틴 스트레칭
10대,정상,F,참가증,마무리운동,5,짐볼 앉기 평형성 운동 루틴 프로그램
10대,정상,F,참가증,마무리운동,4,자가근막이완술 루틴 스트레칭
10대,정상,F,2등급,준비운동,3,목 굽힘/ 폄 I
10대,정상,F,2등급,준비운동,4,몸 앞으로 굽히기
10대,정상,F,2등급,준비운동,5,목 돌림 스트레칭
10대,정상,F,2등급,본운동,1,몸통 들어올리기
10대,정상,F,2등급,본운동,2,목봉잡고 앉았다 일어나기
10대,정상,F,2등급,본운동,3,밴드 잡고 누워서 다리 밀기
10대,정상,F,2등급,본운동,4,벽에서 팔굽혀 펴기
10대,정상,F,2등급,본운동,5,팔굽혀 펴기
10대,정상,F,2등급,마무리운동,1,짐볼 앉기 평형성 운동 루틴 프로그램
10대,정상,F,2등급,마무리운동,2,하지 루틴 스트레칭2
10대,정상,F,2등급,마무리운동,3,무릎굽혀 원 그리기
10대,정상,F,2등급,마무리운동,4,의자에 앉아 옆구리 숙이기
10대,정상,F,2등급,마무리운동,5,전진 점프하며 발바닥 찍기
10대,정상,F,3등급,준비운동,1,앉아서 밴드 잡고 몸통 돌리기
10대,정상,F,3등급,준비운동,2,전신 루틴 스트레칭
10대,정상,F,참가증,마무리운동,3,무릎굽혀 원 그리기
10대,정상,F,참가증,마무리운동,2,전신 루틴 스트레칭
10대,정상,F,참가증,마무리운동,1,하지 루틴 스트레칭2
10대,정상,F,참가증,본운동,5,달리기
10대,정상,F,참가증,본운동,4,윗몸올리기
10대,정상,F,참가증,본운동,3,앉았다 일어서기
10대,정상,F,참가증,본운동,2,엎드려 버티기
10대,정상,F,참가증,본운동,1,팔굽혀 펴기
10대,정상,F,참가증,준비운동,5,몸통 들어올리기
10대,정상,F,참가증,준비운동,4,유산소 운동 전 동적 루틴 스트레칭
10대,정상,F,참가증,준비운동,3,목 스트레칭
10대,정상,F,참가증,준비운동,2,앉아서 밴드 잡고 몸통 돌리기
10대,정상,F,3등급,준비운동,3,옆구리늘리기
10대,정상,F,3등급,준비운동,4,탄력밴드 어깨 가쪽 돌림
10대,정상,F,3등급,준비운동,5,가슴 어깨 펴기
10대,정상,F,3등급,본운동,1,달리기
10대,정상,F,3등급,본운동,2,앉았다 일어서기
10대,정상,F,3등급,본운동,3,네발기기 자세로 팔 다리 들기
10대,정상,F,3등급,본운동,4,누워서 배가로근 수축 II
10대,정상,F,3등급,본운동,5,네발기기 자세에서 다리 위로 뻗어올리기
10대,정상,F,3등급,마무리운동,1,전신 루틴 스트레칭
10대,정상,F,3등급,마무리운동,2,자가근막이완술 루틴 스트레칭
10대,정상,F,참가증,준비운동,1,전신 루틴 스트레칭
10대,1단계비만,F,1등급,준비운동,4,팔꿈치 맞닿아 원그리기
10대,1단계비만,F,1등급,준비운동,3,어깨 스트레칭
10대,1단계비만,F,1등급,준비운동,2,양팔 벌려 전신 비틀기
10대,1단계비만,F,1등급,준비운동,1,전신 루틴 스트레칭
10대,비만전단계비만,M,1등급,마무리운동,5,하지 루틴 스트레칭1
10대,비만전단계비만,M,1등급,마무리운동,4,자가근막이완술 루틴 스트레칭
10대,비만전단계비만,M,1등급,마무리운동,3,하지 루틴 스트레칭2
10대,비만전단계비만,M,1등급,마무리운동,2,누워서 전신 뻗기
10대,비만전단계비만,M,1등급,마무리운동,1,트레드밀에서 걷기
